Date,AirTmax,AirTmin,Rain,WindSpeed,SolRad,GR_Q,BR_Q,wtr_2.5,wtr_5,wtr_8,wtr_11,wtr_14,wtr_16,wtr_18,wtr_20,wtr_22,wtr_27,wtr_32,wtr_42,wtr_mean,ss,GR.TN,BR.TN,F.TN,GR.TP,BR.TP,F.TP,GR.Colour,BR.Colour,F.Colour,Chl.a,Ciliates_TA,Cyano_TA,Diatoms_TA,Chloro_TA,Crypto_TA,Chryso_TA,Hapto_TA,Dino_TA,Phyto_TA,Ciliates_TB,Cyano_TB,Diatoms_TB,Chloro_TB,Crypto_TB,Chryso_TB,Hapto_TB,Dino_TB,Phyto_TB,Ciliates_RA,Cyano_RA,Diatoms_RA,Chloro_RA,Crypto_RA,Chryso_RA,Hapto_RA,Dino_RA,Ciliates_RB,Cyano_RB,Diatoms_RB,Chloro_RB,Crypto_RB,Chryso_RB,Hapto_RB,Dino_RB,Phyto_H,Dap_TA,Diaph_TA,Cala_TA,Nau_TA,Cyc_TA,Cerio_TA,Bosm_TA,Zoo_TA,Dap_TB,Diaph_TB,Cala_TB,Nau_TB,Cyc_TB,Cerio_TB,Bosm_TB,Zoo_TB,Dap_RA,Diaph_RA,Cala_RA,Nau_RA,Cyc_RA,Cerio_RA,Bosm_RA,Dap_RB,Diaph_RB,Cala_RB,Nau_RB,Cyc_RB,Cerio_RB,Bosm_RB,Zoo_SizeD,Zoo_SizeMean,Zoo_SizeSD,Zoo_H,Dap_GR,Diaph_GR,Cala_GR,Nau_GR,Cyl_GR,Cerio_GR,Bosm_GR,Secchi_D_m,Kd,Euphotic_D_m,BR.COLload,GR.COLload,BR.TNload,GR.TNload,BR.TPload,GR.TPload,BR.TNloadmolar,GR.TNloadmolar,BR.TPloadmolar,GR.TPloadmolar,COLload,TNload,TPload,TNloadmolar,TPloadmolar,TN.TPload,F.TNmolar,F.TPmolar,F_TN.TP,Zoo.Chla,copB.claB,copA.claA,Year,Month,DOY
03/07/2006,18,12.4,0,9.208476,330.902,0.149288261,0.412035601,15.67187361,15.5899625,15.50805139,15.61693611,13.89113194,13.6535875,13.39122917,13.00722778,12.54058472,11.93049306,11.87534306,11.62904583,13.69212222,258.8234379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,184
04/07/2006,21.2,12.1,0,4.578516,127.8485,0.138805286,0.383102589,15.88190694,15.58765764,15.29340833,15.81606667,14.50150833,13.96463472,13.42839583,12.98767361,12.44165,11.94648194,11.8778125,11.63999583,13.78059936,265.1745214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,185
05/07/2006,19.5,13.1,0,3.909744,255.2342,0.130740936,0.360844983,16.15824306,15.90762361,15.65700417,15.99777917,14.73771667,13.96813194,13.39839444,12.92698333,12.44581944,11.9308375,11.81456389,11.65521111,13.88319236,293.7348982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,186
06/07/2006,17.4,12.9,4.6,5.453064,143.8151,0.174185731,0.480752618,16.46957222,16.37852083,16.28746944,16.36259306,14.77130694,13.81218333,13.35837083,12.94181111,12.45070833,11.87459583,11.82051528,11.73338611,14.02175278,332.9508609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,187
07/07/2006,17.2,10.9,2.1,4.11552,195.9958,0.215177294,0.593889332,16.56309444,16.4338125,16.30453056,16.26300139,14.55804028,13.91719444,13.44001111,12.94254444,12.52124028,11.98957778,11.87458333,11.73158472,14.04493461,335.7569957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,188
08/07/2006,15.4,11.3,12.6,6.584832,48.0155,2.610213056,7.204188035,16.24630139,16.16252708,16.07875278,16.20555972,15.24169583,14.55637639,13.64736181,13.06153056,12.59398194,12.04617222,11.97340278,11.76365139,14.13144282,297.0414252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,189
09/07/2006,17.5,13,3,5.813172,161.8643,1.907067861,5.263507297,15.97103056,15.84386389,15.71669722,16.1003375,15.32492222,14.54689861,13.77148889,13.14985833,12.66145556,12.05220833,11.90585556,11.7896125,14.0695191,267.4307392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,190
10/07/2006,17.9,12.3,0.9,6.533388,151.9141,0.381708037,1.053514181,15.85050972,15.78055417,15.71059861,16.05924861,15.58714306,15.14361111,13.98801528,13.1270875,12.60164722,12.08885556,11.87280556,11.84064583,14.13756019,254.1044824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,191
11/07/2006,17.2,11.7,0.3,5.607396,189.748,0.242820018,0.670183249,15.84029444,15.77000139,15.69970833,15.78639583,15.61646389,15.04649861,14.12440833,13.30678333,12.71845556,12.10054028,11.87538194,11.88608056,14.14758438,248.6520955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,192
12/07/2006,17.9,11.1,0.6,4.37274,186.7398,0.24373421,0.672706418,16.01974306,15.88199028,15.7442375,15.77270139,15.62599028,15.21614167,14.08377083,13.18896944,12.67184722,12.0949625,11.92405833,11.86156389,14.17383137,261.8254473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,193
13/07/2006,19.4,9.1,0,2.777976,247.3666,0.196934203,0.5435384,16.19075139,15.91731806,15.64388472,15.66370139,15.39264722,15.17690278,14.50340139,13.30197778,12.63797778,12.08633472,11.94644306,11.88969167,14.19591933,267.8873014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,194
14/07/2006,23.2,10,0,3.446748,314.4726,0.161495815,0.445728451,16.54943889,16.14165208,15.73386528,15.70027917,15.51176944,15.33150972,14.45694167,13.30188194,12.70342361,12.1620375,11.97280694,11.8899375,14.28796198,291.1970943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,195
15/07/2006,24.8,10.8,0,2.263536,301.1671,0.145357625,0.401187045,17.013425,16.32969375,15.6459625,15.61139861,15.26297778,15.05346806,14.34154444,13.4242,12.74866389,12.14675139,11.91119444,11.93852361,14.28565029,323.6008938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,196
16/07/2006,20.7,12.1,0,3.138084,211.2682,0.136320981,0.376245907,17.69707361,16.75304583,15.80901806,15.83877639,15.28106667,15.1237625,14.47247778,13.36536944,12.69889167,12.15821389,11.98826111,11.89323194,14.42326574,376.3393423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,197
17/07/2006,24.3,14.4,0,3.292416,274.6718,0.139610324,0.385324494,18.44144167,17.08414097,15.72684028,15.80536806,15.26965694,15.06219167,14.3745125,13.38051806,12.67913194,12.1195375,11.95960417,11.9448875,14.48731927,431.8389234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,198
18/07/2006,27.8,15.7,0,3.652524,304.4067,0.131700222,0.363492613,19.06852917,17.43894167,15.80935417,15.79261667,15.29221111,15.0906,14.42433333,13.44809028,12.76653056,12.21752083,11.99761944,11.93413889,14.60670718,478.507161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,199
19/07/2006,27.3,16.4,0.1,4.218408,149.9472,0.12245157,0.337966332,19.62351111,17.72430625,15.82510139,15.71602639,15.2227125,15.03126111,14.48908333,13.60622361,12.90596111,12.2580625,12.04168889,11.92962222,14.6977967,519.1125078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,200
20/07/2006,21.9,13.8,0,2.675088,121.6007,0.122096582,0.336986567,19.75174861,17.74506042,15.73837222,15.68219028,15.22987639,14.97572917,14.42369444,13.60721389,12.81065556,12.213575,12.04917083,11.91081389,14.67817506,529.8625378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,201
21/07/2006,23,10.9,0.3,3.035196,198.1941,0.122274076,0.337476449,19.70204306,17.81369097,15.92533889,15.70377917,15.23641528,14.91969861,14.35020556,13.54630972,12.90953472,12.28905278,12.11535556,11.99475556,14.70884832,528.0913566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,202
22/07/2006,18.7,13,3.8,5.041512,139.6499,0.140369451,0.387419683,19.41798889,17.99071111,16.56343333,15.70498611,15.20045278,14.88263056,14.42826111,13.65375833,12.8993625,12.27689722,12.08325972,11.98551667,14.75727153,522.1282843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,203
23/07/2006,18.2,14.1,1.6,5.1444,156.5421,0.164696901,0.454563447,19.13375139,17.91848125,16.70321111,15.72132917,15.16185972,14.88839861,14.3739125,13.59929861,12.83520694,12.25493889,12.12557639,12.02829722,14.72868848,504.3889614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,204
24/07/2006,19.3,15.1,11.5,3.652524,74.8579,0.325424914,0.898172762,18.69978889,17.90533819,17.1108875,15.69809722,15.13617222,14.83463056,14.37936667,13.60652778,12.8913875,12.23523333,12.16235417,12.04916944,14.72574612,480.5803474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,205
25/07/2006,21.2,15.6,0.1,2.777976,78.676,0.279228027,0.770669353,18.705375,17.81272083,16.92006667,15.76680278,15.23382361,14.88420417,14.39910972,13.58865,12.94900139,12.2975625,12.20251667,12.03662778,14.73303843,473.0559741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,206
26/07/2006,21.1,15.1,3.2,2.366424,162.5585,0.193680605,0.534558469,18.87513472,17.90803403,16.94093333,15.74030833,15.21662083,14.84149861,14.36342222,13.61856389,12.83307222,12.30106389,12.17223889,12.04926806,14.73834659,488.9952295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,207
27/07/2006,18.9,14.3,7.3,2.675088,93.4856,0.283476218,0.782394362,18.97296528,18.12874722,17.28452917,15.57509861,15.13014167,14.84416667,14.3511125,13.64568611,12.86890556,12.26744306,12.16541806,12.06804167,14.77518796,506.0729761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,208
28/07/2006,20.8,14.2,0.1,2.212092,167.6493,0.570642626,1.574973648,19.04333403,17.74715,16.45096597,15.51631111,15.15216597,14.89464306,14.34672153,13.56520139,12.91644583,12.31657083,12.21366667,12.04887639,14.68433773,486.7182466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244,3.515,9.316,0.437,0.792,0,0.041,14.344,3.535,3.637,12.527,0.165,2.805,0,0.038,22.708,1.7,24.504,64.943,3.045,5.524,0,0.283,15.567,16.017,55.167,0.728,12.351,0,0.169,NA,NA,NA,0.961976508,-0.000927851,0.017593362,-0.006820411,-0.003726682,-0.009171803,0,0.00083062,1.9,1.315789474,3.499929341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765177506,1.020650747,2006,Jul,209
29/07/2006,20.1,14.7,4,7.7166,100.8904,0.947452423,2.614968688,18.78895139,18.34229583,17.89564028,16.70319306,15.50882083,14.92784722,14.33876528,13.68045833,12.99354306,12.25338611,12.13196389,12.08097222,14.97048646,509.3709328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Jul,210
